seed,corr_sage_vs_vanilla_grad_spearman,corr_sage_vs_eaar_internal_spearman,top1_sage,top3_mass_sage
42,-0.04138002654361374,0.28426279103873786,5,0.6100999501611013
43,0.39828784449278265,0.2743355633691707,12,0.7180115068553076
44,-0.3709432560497715,0.23740368387185376,10,0.8022299856158815
