,importance
Q1,0.14352368066228954
Q2,0.08473805566146765
Q3,0.13549191575800495
Q4,0.057133672046433305
Q5,0.2107734278178762
Q6,0.23580899290915752
Q7,0.07064707840722212
Q8,0.014459496668354044
Q9,0.026243302025017762
Q10,0.021180378044176912
