E_MeV,0in,2in,Cd2in,3in,3.5in,4in,4.5in,5in,6in,7in,8in,10in,12in
0.0000000125892541179417,4.09034985500963,1.3993685126789,0,0.86899609470592,0.724590264051136,0.601892816515846,0.496929931948984,0.408358323639837,0.269451102472128,0.173053970834554,0.109604165985142,0.041934550560245,0.015541810514624
0.0000000158489319246111,3.80866949039717,1.47329110264965,0,0.917458132077556,0.764417962247981,0.634936331331238,0.524424652219616,0.431126447894122,0.284242311807303,0.183607052048188,0.115885662372111,0.0446702216964447,0.0161267173619485
0.0000000199526231496888,3.53455870531895,1.54642746004999,0,0.970311361996673,0.804008117838448,0.669612533356666,0.554040527595089,0.456162936755792,0.300179413292963,0.193767016976618,0.122598750255176,0.0468399726654775,0.0170277900726918
0.0000000251188643150958,3.2673818223776,1.62204797780576,0,1.02117391796093,0.851565151336488,0.709903606919473,0.586465929783321,0.481332416020329,0.315619682707536,0.203839158054099,0.129139536106853,0.0493005460437978,0.0180357569563051
0.0000000316227766016838,3.00982374215931,1.69585346930858,0,1.08626393777903,0.904778040835685,0.751415013801667,0.621380510832755,0.511886751974521,0.338256489394211,0.216961714221231,0.13742090704259,0.0519704747544294,0.0192586831703381
0.0000000398107170553497,2.76687787790378,1.78510759440225,0,1.17223930577058,0.973004626759129,0.81055977711929,0.669832511192854,0.548720075062797,0.360046841441258,0.232834411549528,0.147151789727809,0.0565671751131332,0.020754699739943
0.0000000501187233627273,2.538811883252,1.88034210553677,0,1.26618573375785,1.05383602633792,0.876448575772218,0.72296259534687,0.594332437575524,0.392164441942352,0.252119692800439,0.158706062842268,0.0604788494344299,0.022467181191698
0.0000000630957344480194,2.31641680011869,1.9746565572804,0,1.38497376529944,1.1560128037856,0.9628923376355,0.79478075856534,0.65156515019533,0.42839219866789,0.274501392110546,0.172514481464435,0.0656939969873448,0.024251594559469
0.0000000794328234724282,2.10813208237128,2.07274325252672,0,1.53222508872499,1.28702926104989,1.07265542296998,0.883474483848188,0.726952307432867,0.477512496712834,0.305033981206407,0.193404011726026,0.0738747468824217,0.0270253226977468
0.0000000999999999999999,1.91839910761495,2.15671958238713,0,1.70231061339745,1.44003513775672,1.2023001553242,0.990586125301617,0.81037576524111,0.534604691171121,0.34442423298376,0.216176318068452,0.082102670731723,0.0302461160582397
0.000000125892541179417,1.74087783022876,2.22329006140695,0,1.8833532089979,1.6100202923138,1.34770299579167,1.11730339595752,0.915082706013775,0.599728167694344,0.385877927049615,0.244576878630308,0.0919933928256707,0.033894067901399
0.000000158489319246112,1.57636284695939,2.26458399970584,0,2.03447714604152,1.75541476860499,1.47452063656294,1.22537691768325,1.0060682155976,0.659220044327626,0.422069717817145,0.266296135178966,0.101506806927586,0.0370156621312002
0.000000199526231496888,1.42337369860513,2.28457438101723,0,2.11151957376505,1.84033625038515,1.54938837845343,1.29075968367118,1.05974113479224,0.694966860917011,0.443661002468705,0.279540808319799,0.10706731131914,0.0390724130786779
0.000000251188643150958,1.2839596083548,2.28444055419674,0,2.20301529810201,1.9267465555433,1.63235264298385,1.36135333148213,1.11644188580058,0.73189971770303,0.468999438094116,0.2956309742314,0.112621124369669,0.0413303224657115
0.000000316227766016839,1.1581623970898,2.26488511005196,0.0167782030524692,2.33429104483101,2.06976560577071,1.76626310524134,1.47385150246047,1.2126466413837,0.79936516358491,0.512371037781186,0.323192607912279,0.122458232093656,0.044731865675635
0.000000398107170553498,1.04338080598677,2.24133158964489,0.297241078165476,2.41942163101819,2.16965896309371,1.86488510776964,1.56206010551902,1.28536478996999,0.84720741549413,0.543774337627891,0.342302241461291,0.129955879711871,0.0479614414212229
0.000000501187233627273,0.93873659653621,2.2093302511941,0.885348059335114,2.50154111374423,2.26448362959047,1.96106477082391,1.64733288270298,1.36070092573222,0.897007721070713,0.575235350290934,0.360077788893497,0.137105577596799,0.0504205092478126
0.000000630957344480194,0.842004897847399,2.16330218912021,1.39181566149723,2.56695733643729,2.34282250463754,2.0382995746019,1.72014303722836,1.42450286240305,0.941346219535856,0.602914918857374,0.37857349190349,0.143761789081153,0.0525846562187372
0.000000794328234724283,0.758110536914541,2.11937353529283,1.69218159592126,2.63284195300208,2.42428958161368,2.12327124143974,1.79712691571793,1.49187630234584,0.985333422597201,0.633526131210276,0.397369468841967,0.150279991656872,0.0553193236537832
0.000001,0.678606532111536,2.05466826758366,1.82445267962768,2.6746461060541,2.49484140854322,2.19935178889097,1.87248814400899,1.55748490109336,1.03356962720925,0.661021687898535,0.417269517049526,0.15784622552059,0.0574751064484268
0.00000125892541179417,0.608324031658243,1.98940260006366,1.85984987364853,2.71170777115485,2.55679486225597,2.26456727135328,1.94022124353186,1.6154570068964,1.07508939826773,0.690226045800987,0.432939801311825,0.16508291083884,0.0601976458278655
0.00000158489319246112,0.545584345375081,1.92983293659096,1.84658429006699,2.73435796052357,2.60455430882001,2.32336743060813,1.99192021712421,1.66693851190545,1.11385735532978,0.716928678577816,0.449965082131633,0.171080861649886,0.0627147610378448
0.00000199526231496888,0.487946806623279,1.86021789740489,1.81439893973802,2.75991888323806,2.65138533181687,2.38195012127968,2.05306234573772,1.72460114318609,1.15402212983074,0.741768609296885,0.467045566514894,0.176896473418008,0.0644656340587292
0.00000251188643150959,0.437305901330464,1.79420781819589,1.76269160196939,2.76915293385219,2.69136609443966,2.44230601732278,2.11431320864288,1.78086695702782,1.19491458766815,0.770493699898439,0.483008596947025,0.183411330323214,0.0671877552293538
0.00000316227766016839,0.390589467548656,1.71760032763896,1.69955879940102,2.77727454902096,2.73292768637953,2.49916568768045,2.16673986557167,1.82863476776814,1.2327206644579,0.796768923267313,0.502642664348851,0.189816616519141,0.0695340739596768
0.00000398107170553498,0.349209378234073,1.65235138847153,1.63282103685558,2.77192147620117,2.76094767692061,2.53452106081989,2.21868976445245,1.88088577699503,1.26800076001081,0.819898379936935,0.51736612385615,0.194891162268774,0.0719151876633284
0.00000501187233627274,0.311966210508032,1.57959978318011,1.56576543561147,2.76916966220475,2.78343058276371,2.5796206993266,2.26966105470836,1.92742405382206,1.30528825787114,0.846370997866038,0.533370138752057,0.201932962279678,0.0743946640800435
0.00000630957344480194,0.278999646114423,1.5102607618113,1.50083433514271,2.7530184378063,2.80148883935422,2.61041759639294,2.30594485141498,1.96517158137784,1.34044289077983,0.867030513279905,0.548241644179529,0.207761956729849,0.0752243903671106
0.00000794328234724284,0.24868285276661,1.434564966469,1.43058361855928,2.73721014463536,2.80434102346601,2.64101375322853,2.34689585848635,2.00803798481754,1.37358175720483,0.892399059939927,0.562305170178263,0.213829330204027,0.0779578868174772
0.00001,0.221870649280501,1.38349330609772,1.37228530988129,2.72329215530392,2.82951719407157,2.67506431486815,2.38880038165375,2.05340527696524,1.41434038822174,0.917073379968634,0.579146439119891,0.220642788202462,0.0800140522726151
0.0000125892541179417,0.198164900865125,1.31085879927423,1.30890994620077,2.69457793813153,2.82868077644348,2.69431028449054,2.41689564978135,2.08877737845724,1.44277022340058,0.939389002286121,0.593888299815008,0.225804321385416,0.0826319558067795
0.0000158489319246112,0.17689981908852,1.24804383540454,1.24169542560732,2.66370576347866,2.82367899902749,2.71117246387287,2.44709032615546,2.11944044870308,1.47246304919783,0.960834750270394,0.607530271329184,0.230714929279943,0.0840315334238654
0.0000199526231496888,0.157366958219694,1.18303745734925,1.17944922572473,2.63179643096696,2.81344124725965,2.71790562577901,2.47411497971911,2.15010351894893,1.49964662211082,0.982489602661689,0.622045462847088,0.237208875744447,0.0864738728978933
0.0000251188643150959,0.140757376961048,1.12129310804351,1.12013048754047,2.59906740917973,2.79877048206292,2.73245092833152,2.49563600528991,2.17744601121124,1.52480606436382,1.00140936940912,0.635564480969935,0.242708321649151,0.0890199281578046
0.0000316227766016839,0.125480208983952,1.06596408194525,1.06656630263747,2.54792047122192,2.78113879846274,2.7324592925078,2.51081698523977,2.20397717837431,1.55450725433735,1.02313113521067,0.650696948697371,0.246447944864349,0.0903213939871153
0.0000398107170553498,0.111774669730041,1.00708028092759,1.00800870449477,2.5083495532369,2.77060830052507,2.73889970824411,2.52840684795854,2.23160405263018,1.5784622552059,1.04195889601901,0.660648645636407,0.250386635475033,0.0915793660997653
0.0000501187233627273,0.0993956888342827,0.953240078207321,0.954444519591773,2.45879180877246,2.74086528967012,2.73503545880233,2.54197354188619,2.24987141362771,1.60421555397485,1.05977459149737,0.674820905926793,0.257713653897117,0.0951508693717171
0.0000630957344480195,0.0886393581370229,0.900077373765809,0.897141547891207,2.41894487297017,2.71828201371165,2.73736069980842,2.5535411976827,2.26596408879219,1.62535182743672,1.08071848890478,0.689508399476084,0.263626290110097,0.0958986267312311
0.0000794328234724283,0.0790666420252756,0.847809636186356,0.853840207284898,2.37382850611091,2.69531398564425,2.73024278579336,2.56136170250536,2.2875269352444,1.65038580704551,1.10080924033155,0.703158735166541,0.268272590034147,0.0986763696741238
0.0001,0.0703888927755866,0.805225105487321,0.768868540447057,2.32730695763644,2.66792130832424,2.72414530128457,2.57261988377947,2.30091798147015,1.67188174008747,1.11637497239034,0.713361357394005,0.272520755167225,0.0998046970544196
0.000125892541179417,0.0627394353578735,0.7629149197703,0.762267532526157,2.27842671145076,2.63790227965203,2.70898104968727,2.57128161557452,2.31564729590084,1.689881447444,1.13377245905464,0.727458340097863,0.279562555178129,0.102172595359547
0.000158489319246112,0.0558122245620176,0.717468167947935,0.646722292128679,2.23258266125505,2.6107856201493,2.70283338012079,2.57976289032337,2.3292976315913,1.70961253929069,1.15164670376696,0.739205825684411,0.283579869045854,0.103802773316698
0.000199526231496889,0.0496398806755146,0.675791986793008,0.685300382389155,2.17778057826248,2.580406931897,2.68721746300432,2.58315874589343,2.34419422954761,1.7329234985856,1.1717039984886,0.753398159997872,0.28801288247474,0.105711478344003
0.000251188643150959,0.0441037160369381,0.64080881949807,0.644715726238887,2.12981202729142,2.53597642749277,2.66717689663524,2.57589027670531,2.35034189911409,1.74755244290093,1.18689334261475,0.765895912196819,0.294680803805888,0.108461619505169
0.000316227766016839,0.0392243901617021,0.60501599993914,0.60878573418895,2.08242896866002,2.50946198868226,2.65319199389355,2.57879264587479,2.36111495816391,1.76832905678273,1.20279364172477,0.776757631515218,0.300238798944557,0.110491605088548
0.000398107170553499,0.0348968489957182,0.568043831524601,0.543613745443297,2.03640090658613,2.47374695596274,2.63510028059792,2.57734564337819,2.37117706222985,1.78892165878635,1.22013257915512,0.79091901837644,0.305617800710815,0.111962863696361
0.000501187233627274,0.0309610858467325,0.535777348685705,0.469040422557893,1.99288209739652,2.44247330084839,2.61220753011705,2.56622965310085,2.37402088216537,1.80303202417225,1.23596596485489,0.802660649039592,0.311103863933469,0.114578341619404
0.000630957344480195,0.027500826119317,0.504285388570423,0.485823142265554,1.93942664678518,2.40254272328329,2.59309538731516,2.56076784598941,2.38012673085044,1.81500116043025,1.2524015712469,0.815303937905826,0.316360748726026,0.115040880567739
0.000794328234724285,0.0243849195293868,0.477770113342287,0.483699477907829,1.8964180523487,2.36921148080384,2.57293772247815,2.55477073159599,2.38594819754195,1.83198880245679,1.26652866498537,0.828937545243722,0.321934635799629,0.117193819542447
0.001,0.0216774356672538,0.450678546368395,0.457380760822294,1.85332581614941,2.33137194730897,2.55876880785827,2.55583298198367,2.39324175925891,1.84589006343568,1.28698744016849,0.8407335430527,0.326447108903184,0.119826025818052
0.00125892541179417,0.0191934425953469,0.423355291711522,0.431077099254065,1.80146792320772,2.29551472359267,2.52905925370845,2.5389875309539,2.39362651136784,1.8610877717381,1.29549380744618,0.851172035051285,0.332531210729923,0.121874412589248
0.00158489319246112,0.0170195095381737,0.399395272337206,0.405532068474515,1.75407650040004,2.25423751364635,2.5092277917464,2.53317442843866,2.39430400964659,1.87700479920069,1.31739958512591,0.863559380123324,0.33828325475831,0.123171696330419
0.00199526231496889,0.015049996949306,0.375180145586321,0.382455306115463,1.71282438298256,2.2153775506452,2.47273489063275,2.51719048756583,2.38793887149681,1.88582064100078,1.33114192675545,0.87856471237129,0.343792737674551,0.126180290538665
0.00251188643150959,0.0133066516870744,0.352980785319138,0.348881502523861,1.67088640311004,2.18258997962401,2.45482718921531,2.5076469624293,2.39287373550255,1.9004914061975,1.34463334309657,0.890901872385643,0.350441421400252,0.128757293250815
0.00316227766016839,0.0117720762648145,0.333380174622436,0.326820987582941,1.63139912688783,2.14562868463863,2.43818247841628,2.50312194306133,2.39972399587663,1.91615750837166,1.36252431616146,0.903857981444784,0.355621355771024,0.131664680926062
0.00398107170553499,0.0103757606764781,0.313436632698217,0.320183177286405,1.58570563186518,2.10944525804738,2.40680008901028,2.48574954892586,2.39737366234169,1.93093700786004,1.37953705071684,0.918277821353086,0.362722541433523,0.133566694612343
0.00501187233627274,0.00916538072686655,0.293363446041643,0.301238318010127,1.54526483954694,2.07640676173776,2.38373169082751,2.47889092437551,2.39706418781929,1.94132531480094,1.39416599503217,0.931877971985858,0.369674844758222,0.136489974222524
0.00630957344480196,0.00806477222676574,0.276237795106464,0.283688603337506,1.50433892500441,2.03762207632315,2.3559040763409,2.46287352679755,2.39634486865913,1.9582627717698,1.41224097997523,0.947677900980511,0.377377414695319,0.138759175247536
0.00794328234724285,0.00709664391477839,0.259304520225747,0.266120487477067,1.46505238901294,1.99848609550473,2.33282731398185,2.45327981660334,2.39544990179708,1.97251532815249,1.43208917028985,0.960951848738327,0.383181316616647,0.14176024169713
0.01,0.00624077121265723,0.243228573413824,0.249123644856614,1.42406792523645,1.96306380895505,2.31186668822187,2.43804865159579,2.39804279644416,1.98730319181715,1.4488509795568,0.980281460123527,0.392135167325369,0.145059072822324
0.0125892541179417,0.00546244278883645,0.227290635510536,0.231331369071847,1.38489012353663,1.92939799942436,2.28321102028345,2.42776071477026,2.39233842822058,2.00821363251944,1.47324928176824,0.999109220931872,0.402074317999984,0.148737637550671
0.0158489319246112,0.00478026057136483,0.21254375630965,0.217059575083717,1.35060536496115,1.89896912611438,2.26118814413579,2.41983147565595,2.39895449165878,2.02523473125111,1.49801560773604,1.01891559036508,0.411441359016983,0.152546683429001
0.0199526231496889,0.00417163292010759,0.198271125903892,0.202392991975128,1.3088095760854,1.86025971828629,2.238655053235,2.41381763290997,2.40704265012243,2.0512305911322,1.52316668581276,1.0421847287786,0.422635972551363,0.156579052814031
0.0251188643150959,0.00363369092260038,0.1857273707354,0.189732138338704,1.27127951711293,1.82893587811426,2.22110701139763,2.40632333096227,2.41390963884906,2.07640676173776,1.55248312367737,1.06559605818889,0.434485501088539,0.161419401627798
0.0316227766016839,0.00317831170916211,0.171507434640213,0.176401314182177,1.23616670508563,1.79579701168926,2.19700981953231,2.39952325564588,2.42269202394402,2.10604103830105,1.58673442554773,1.0962256717296,0.450174186538656,0.16802375521921
0.0398107170553499,0.00274969785982277,0.158287017610594,0.161768187778712,1.19919704592398,1.7654936010235,2.17707798745488,2.39440437976196,2.43426804391681,2.1422662857737,1.62679882993332,1.12970746938212,0.469116536562049,0.175382557511162
0.0501187233627275,0.00237601155612022,0.145726534089541,0.150599503190803,1.16155825265985,1.72874141044515,2.15963031573289,2.39408654106329,2.45280305855533,2.17716162921769,1.6773017263175,1.17086758086051,0.488445311529622,0.18331681513124
0.0630957344480196,0.00206073229538732,0.133373482140254,0.138143571873261,1.11670117526529,1.69094369783168,2.13231291599941,2.39038957514712,2.47357130826085,2.2304581604797,1.7288919656182,1.21827573202075,0.514312363095987,0.194943020161715
0.0794328234724285,0.00178345985167491,0.120785396837473,0.126213747243788,1.0804926561452,1.65909291455395,2.11899714736019,2.39454657075874,2.49478285930925,2.27548252139988,1.78800996357173,1.27600527671164,0.545105078074185,0.206764946917164
0.1,0.00154063108588731,0.109293018627492,0.113836439183287,1.03483261782767,1.61366707317228,2.08426072326554,2.38970371269209,2.51546746725196,2.34219519141648,1.86463418248121,1.34140477105214,0.582868497564899,0.223097673940912
0.125892541179417,0.00133741505896614,0.0994918768615132,0.102148339248333,0.986981165324542,1.56889363754053,2.05542104344894,2.38581437072146,2.53514837404096,2.40244235316792,1.9478326439475,1.42206052292903,0.626849845702847,0.241202769918585
0.158489319246112,0.00116863434579351,0.0855178475489844,0.0892934367221906,0.936126973536564,1.51628296873356,2.02750142302324,2.38129771552976,2.56457354619723,2.47746065023147,2.04228092251162,1.51320495186218,0.686888739464901,0.267446209417592
0.199526231496889,0.00103728332147798,0.0754248796725641,0.0788643126010402,0.88129979801515,1.46486001295848,1.98199193987876,2.36556469994536,2.58127680623022,2.55858479598009,2.1549380128393,1.63066307937511,0.758297058045606,0.302475379682075
0.251188643150959,0.000938820238299019,0.0652725261445493,0.0683495393147733,0.819639090472226,1.39416599503217,1.92555884251141,2.33558749215455,2.58264853114029,2.6306839955216,2.26520294875063,1.74536939289161,0.842699124478715,0.34438910344338
0.31622776601684,0.00087437426005455,0.0551122266490677,0.0578472286511649,0.753516931301061,1.314990702357,1.86030990334398,2.29650169639382,2.57773039548711,2.69785669523365,2.38587291995543,1.88934195921504,0.956209360787047,0.405123060254378
0.398107170553499,0.000835931669449825,0.046456224257709,0.0484520840018615,0.684780967042109,1.22475796863846,1.77251114492319,2.23083454841234,2.54720951623804,2.76101459033086,2.51389500211115,2.04613680777712,1.08974343511189,0.480086990172101
0.501187233627275,0.000806119235931751,0.0383267467632341,0.0403082201241834,0.613990761088565,1.12989984543658,1.66903792015196,2.14582106069309,2.50250299401654,2.79815153301813,2.62899443191285,2.20461285577166,1.24447233213259,0.582139141393203
0.630957344480196,0.000764254024392875,0.0305906364792507,0.0337272025845947,0.543960858758955,1.02954645841813,1.55635573729544,2.03888506694157,2.41997366665273,2.80081970525174,2.72690547945727,2.36619201316643,1.42252891680076,0.708858921301987
0.794328234724286,0.000721840122889971,0.0250994711090656,0.0272780044631933,0.474200282905591,0.921079820407193,1.42971374422607,1.9172364871119,2.3232503321402,2.78133953869349,2.80395627135709,2.51344333659198,1.62151267052378,0.864722000626371
1,0.00071249566514893,0.0202138721016189,0.0218696444381893,0.406884555779139,0.813486402399983,1.29201431011332,1.77243586733666,2.18450537599234,2.72265647790657,2.84438033532276,2.63934928214863,1.82810782466245,1.048449496813
1.25892541179417,0.000734439081621917,0.0162131193029304,0.0176088493989271,0.343625454148932,0.70606528642416,1.15071828019978,1.60700918885267,2.02457396132492,2.61976038129872,2.82316878427435,2.72230518250277,2.02823747053596,1.25707714578793
1.58489319246112,0.000750160387359529,0.0128941305128996,0.0137874245397015,0.282840475862621,0.602755163090408,1.00018819967211,1.43595341973163,1.83925727164491,2.47079440173558,2.76896055779773,2.75781947499155,2.21265082917763,1.48186438333759
1.99526231496889,0.000706140564010689,0.00964640450478211,0.0107542396531896,0.232389437371383,0.505663804821518,0.859009268226505,1.25079564940096,1.63817410967537,2.28168037602404,2.6423436572572,2.72870377735767,2.3442862354867,1.69053385319391
2.51188643150959,0.000614498466588816,0.0075507350450694,0.00817817372878242,0.187226231124941,0.416345275570485,0.719110055751879,1.07196119633866,1.42630952447973,2.04799365491148,2.44618699511712,2.60454594464373,2.38238505844628,1.84057881149729
3.1622776601684,0.000502918682166121,0.00579367253373707,0.00641520610899576,0.14716015390409,0.333895407881341,0.586498550070817,0.887296912408568,1.20613094806086,1.78161136871682,2.18202957981319,2.38332184618975,2.29461139255434,1.86577171045542
3.98107170553499,0.000403090565418115,0.00436162518432863,0.00497309665552138,0.115731761528543,0.265611945559187,0.479936434999044,0.737368216155494,1.01297702520563,1.5521652849787,1.9555444144785,2.19387325342697,2.23446460091826,1.91537963997754
5.01187233627275,0.000317974198330615,0.00331467287506991,0.00390581103372375,0.0920260131131663,0.215922047109512,0.39376534528252,0.615199384561157,0.862179291036972,1.36101876443089,1.77440981293895,2.06511512375852,2.26393159395593,2.10682727087146
6.30957344480197,0.000245333836583731,0.0024472910663862,0.00292988730944258,0.0723332291938486,0.172881668803167,0.321170986505181,0.507988209409985,0.717491587641522,1.14932146276087,1.51660917160852,1.78138553595724,1.9777262099755,1.86519458229203
7.94328234724286,0.000193332916227639,0.00170763859368839,0.00209913222869301,0.0508667380523996,0.123246137499319,0.234866906385791,0.379221715565261,0.545276543687943,0.904594028957505,1.23574849627159,1.5003993979761,1.79177384289814,1.80789997476775
10.0000000000001,0.000151818163674933,0.00133719759038284,0.00173663719285433,0.0364269077627865,0.0885941915851059,0.171441357647593,0.279980763992175,0.409651425292867,0.698933153309422,0.984438455735143,1.23378291484557,1.56221066069208,1.67473392419926
12.5892541179417,0.000119350940605296,0.00116198482565018,0.00159748239206871,0.0310169585442891,0.0763253668909677,0.145710642154607,0.23845681084556,0.345711479713393,0.590303413861006,0.836685281732736,1.05290760277073,1.3474687988558,1.47650294634152
15.8489319246112,0.0000948631417076535,0.000921037999525789,0.00143088472890539,0.0259999583274691,0.0638365643606414,0.121178513122676,0.198041111056167,0.288268826268936,0.497361523445079,0.704109742009682,0.897509571647568,1.17740836671219,1.31644606902988
19.9526231496889,0.0000748077707465581,0.000747134228381093,0.00120892458293869,0.0212869959184606,0.0514824250684379,0.0981335346334923,0.158934404854737,0.235357047115852,0.404711542781357,0.57972105803039,0.742440252652242,0.98659641321562,1.12720658067412
20,0.0000748077707465581,0.000747134228381093,0.00120892458293869,0.0212869959184606,0.0514824250684379,0.0981335346334923,0.158934404854737,0.235357047115852,0.404711542781357,0.57972105803039,0.742440252652242,0.98659641321562,1.12720658067412
